Istituto;Capienza regolamentare;Detenuti presenti totali;Mese;Tasso di sovraffollamento;Suicidi
"ALGHERO ""G. TOMASIELLO""";156;86;01/12/24;55.13;0
"ALGHERO ""G. TOMASIELLO""";156;83;01/01/25;53.21;0
"ALGHERO ""G. TOMASIELLO""";156;78;01/02/25;50.0;0
"ALGHERO ""G. TOMASIELLO""";156;85;01/03/25;54.49;0
"ALGHERO ""G. TOMASIELLO""";156;125;01/01/19;80.13;0
"ALGHERO ""G. TOMASIELLO""";156;125;01/02/19;80.13;0
"ALGHERO ""G. TOMASIELLO""";156;121;01/03/19;77.56;0
"ALGHERO ""G. TOMASIELLO""";156;119;01/04/19;76.28;0
"ALGHERO ""G. TOMASIELLO""";156;128;01/05/19;82.05;0
"ALGHERO ""G. TOMASIELLO""";156;135;01/06/19;86.54;0
"ALGHERO ""G. TOMASIELLO""";156;144;01/07/19;92.31;0
"ALGHERO ""G. TOMASIELLO""";156;144;01/08/19;92.31;0
ALTAMURA;52;78;01/01/19;150.0;0
ALTAMURA;52;81;01/02/19;155.77;0
ALTAMURA;52;80;01/03/19;153.85;0
ALTAMURA;52;85;01/04/19;163.46;0
ALTAMURA;52;83;01/05/19;159.62;0
ALTAMURA;52;82;01/06/19;157.69;0
ALTAMURA;52;78;01/07/19;150.0;0
ALTAMURA;52;84;01/08/19;161.54;0
ALTAMURA;52;80;01/09/19;153.85;0
ALTAMURA;52;77;01/10/19;148.08;0
ALTAMURA;52;76;01/11/19;146.15;0
ALTAMURA;52;74;01/12/19;142.31;0
ALTAMURA;52;86;01/01/20;165.38;0
ALTAMURA;52;84;01/02/20;161.54;0
ALTAMURA;52;82;01/03/20;157.69;0
ALTAMURA;53;82;01/04/20;154.72;0
ALTAMURA;53;77;01/05/20;145.28;0
ALTAMURA;53;77;01/06/20;145.28;0
ALTAMURA;53;83;01/07/20;156.6;0
ALTAMURA;53;81;01/08/20;152.83;0
ALTAMURA;53;77;01/09/20;145.28;0
ALTAMURA;53;85;01/10/20;160.38;0
ALTAMURA;53;77;01/11/20;145.28;0
ALTAMURA;53;74;01/12/20;139.62;0
ALTAMURA;53;79;01/01/21;149.06;0
ALTAMURA;53;82;01/02/21;154.72;0
ALTAMURA;53;83;01/03/21;156.6;0
ALTAMURA;53;87;01/04/21;164.15;0
ALTAMURA;53;82;01/05/21;154.72;0
ALTAMURA;53;79;01/06/21;149.06;0
ALTAMURA;53;77;01/07/21;145.28;0
ALTAMURA;53;77;01/08/21;145.28;0
ALTAMURA;53;70;01/09/21;132.08;0
ALTAMURA;53;74;01/10/21;139.62;0
ALTAMURA;53;80;01/11/21;150.94;0
ALTAMURA;53;79;01/12/21;149.06;0
ALTAMURA;53;81;01/01/22;152.83;0
ALTAMURA;53;88;01/02/22;166.04;0
ALTAMURA;53;86;01/03/22;162.26;0
ALTAMURA;53;81;01/04/22;152.83;0
ALTAMURA;53;81;01/05/22;152.83;0
ALTAMURA;53;81;01/06/22;152.83;0
ALTAMURA;53;72;01/07/22;135.85;0
ALTAMURA;53;71;01/08/22;133.96;0
ALTAMURA;53;69;01/09/22;130.19;0
ALTAMURA;52;63;01/10/22;121.15;0
ALTAMURA;52;63;01/11/22;121.15;0
ALTAMURA;52;73;01/12/22;140.38;0
ALTAMURA;52;77;01/01/23;148.08;0
ALTAMURA;52;75;01/02/23;144.23;0
ALTAMURA;52;74;01/03/23;142.31;0
ALTAMURA;52;83;01/04/23;159.62;0
ALTAMURA;52;85;01/05/23;163.46;0
ALTAMURA;52;81;01/06/23;155.77;0
ALTAMURA;52;80;01/07/23;153.85;0
ALTAMURA;52;81;01/08/23;155.77;0
ALTAMURA;52;82;01/09/23;157.69;0
ALTAMURA;52;84;01/10/23;161.54;0
ALTAMURA;52;86;01/11/23;165.38;0
ALTAMURA;52;87;01/12/23;167.31;0
ALTAMURA;52;90;01/01/24;173.08;0
ALTAMURA;52;83;01/02/24;159.62;0
ALTAMURA;52;83;01/03/24;159.62;0
ALTAMURA;52;82;01/04/24;157.69;0
ALTAMURA;52;86;01/05/24;165.38;0
ALTAMURA;52;88;01/06/24;169.23;0
ALTAMURA;52;85;01/07/24;163.46;0
ALTAMURA;52;85;01/08/24;163.46;0
ALTAMURA;52;84;01/09/24;161.54;0
ALTAMURA;52;77;01/10/24;148.08;0
ALTAMURA;52;89;01/11/24;171.15;0
ALTAMURA;52;85;01/12/24;163.46;0
ALTAMURA;52;83;01/01/25;159.62;0
ALTAMURA;52;82;01/02/25;157.69;0
ALTAMURA;52;79;01/03/25;151.92;0
ANCONA;256;313;01/01/19;122.27;0
ANCONA;256;307;01/02/19;119.92;0
ANCONA;256;311;01/03/19;121.48;0
ANCONA;256;321;01/04/19;125.39;0
ANCONA;256;322;01/05/19;125.78;0
ANCONA;256;320;01/06/19;125.0;0
ANCONA;256;331;01/07/19;129.3;0
ANCONA;256;323;01/08/19;126.17;0
ANCONA;256;322;01/09/19;125.78;0
ANCONA;256;324;01/10/19;126.56;0
ANCONA;256;339;01/11/19;132.42;0
ANCONA;256;320;01/12/19;125.0;0
ANCONA;256;320;01/01/20;125.0;0
ANCONA;256;330;01/02/20;128.91;0
ANCONA;256;322;01/03/20;125.78;0
ANCONA;256;300;01/04/20;117.19;0
ANCONA;256;295;01/05/20;115.23;0
ANCONA;256;297;01/06/20;116.02;0
ANCONA;256;307;01/07/20;119.92;0
ANCONA;256;304;01/08/20;118.75;0
ANCONA;256;304;01/09/20;118.75;0
ANCONA;256;311;01/10/20;121.48;0
ANCONA;256;315;01/11/20;123.05;0
ANCONA;256;319;01/12/20;124.61;0
ANCONA;256;312;01/01/21;121.88;0
ANCONA;256;317;01/02/21;123.83;0
ANCONA;256;319;01/03/21;124.61;0
ANCONA;256;325;01/04/21;126.95;0
ANCONA;256;317;01/05/21;123.83;0
ANCONA;256;315;01/06/21;123.05;0
ANCONA;256;306;01/07/21;119.53;0
ANCONA;256;312;01/08/21;121.88;0
ANCONA;256;303;01/09/21;118.36;0
ANCONA;256;308;01/10/21;120.31;0
ANCONA;256;313;01/11/21;122.27;0
ANCONA;256;327;01/12/21;127.73;0
ANCONA;256;321;01/01/22;125.39;0
ANCONA;256;310;01/02/22;121.09;0
ANCONA;256;304;01/03/22;118.75;0
ANCONA;256;299;01/04/22;116.8;0
ANCONA;256;306;01/05/22;119.53;0
ANCONA;256;308;01/06/22;120.31;0
ANCONA;256;308;01/07/22;120.31;0
ANCONA;256;319;01/08/22;124.61;0
ANCONA;256;314;01/09/22;122.66;0
ANCONA;256;324;01/10/22;126.56;0
ANCONA;256;316;01/11/22;123.44;0
ANCONA;256;316;01/12/22;123.44;0
ANCONA;256;324;01/01/23;126.56;0
ANCONA;256;324;01/02/23;126.56;0
ANCONA;256;305;01/03/23;119.14;0
ANCONA;256;305;01/04/23;119.14;0
ANCONA;256;313;01/05/23;122.27;0
ANCONA;256;309;01/06/23;120.7;0
ANCONA;256;294;01/07/23;114.84;0
ANCONA;256;306;01/08/23;119.53;0
ANCONA;256;314;01/09/23;122.66;0
ANCONA;256;324;01/10/23;126.56;0
ANCONA;256;330;01/11/23;128.91;0
ANCONA;256;332;01/12/23;129.69;0
ANCONA;256;324;01/01/24;126.56;0
ANCONA;256;322;01/02/24;125.78;0
ANCONA;256;323;01/03/24;126.17;0
ANCONA;256;328;01/04/24;128.12;0
ANCONA;256;328;01/05/24;128.12;0
ANCONA;256;327;01/06/24;127.73;0
ANCONA;256;316;01/07/24;123.44;0
ANCONA;256;319;01/08/24;124.61;0
ANCONA;256;322;01/09/24;125.78;0
ANCONA;256;341;01/10/24;133.2;0
ANCONA;256;342;01/11/24;133.59;0
ANCONA;256;343;01/12/24;133.98;0
ANCONA;256;328;01/01/25;128.12;0
ANCONA;256;331;01/02/25;129.3;0
ANCONA;256;335;01/03/25;130.86;0
"ANCONA ""BARCAGLIONE""";100;81;01/01/19;81.0;0
"ANCONA ""BARCAGLIONE""";100;72;01/02/19;72.0;0
"ANCONA ""BARCAGLIONE""";100;67;01/03/19;67.0;0
"ANCONA ""BARCAGLIONE""";100;79;01/04/19;79.0;0
"ANCONA ""BARCAGLIONE""";100;88;01/05/19;88.0;0
"ANCONA ""BARCAGLIONE""";100;87;01/06/19;87.0;0
"ANCONA ""BARCAGLIONE""";100;84;01/07/19;84.0;0
"ANCONA ""BARCAGLIONE""";100;81;01/08/19;81.0;0
"ANCONA ""BARCAGLIONE""";100;79;01/09/19;79.0;0
"ANCONA ""BARCAGLIONE""";100;92;01/10/19;92.0;0
"ANCONA ""BARCAGLIONE""";100;98;01/11/19;98.0;0
"ANCONA ""BARCAGLIONE""";100;98;01/12/19;98.0;0
"ANCONA ""BARCAGLIONE""";100;100;01/01/20;100.0;0
"ANCONA ""BARCAGLIONE""";100;104;01/02/20;104.0;1
"ANCONA ""BARCAGLIONE""";100;111;01/03/20;111.0;0
"ANCONA ""BARCAGLIONE""";100;98;01/04/20;98.0;0
"ANCONA ""BARCAGLIONE""";100;92;01/05/20;92.0;0
"ANCONA ""BARCAGLIONE""";100;86;01/06/20;86.0;0
"ANCONA ""BARCAGLIONE""";100;86;01/07/20;86.0;0
"ANCONA ""BARCAGLIONE""";100;86;01/08/20;86.0;0
"ANCONA ""BARCAGLIONE""";100;83;01/09/20;83.0;0
"ANCONA ""BARCAGLIONE""";100;88;01/10/20;88.0;0
"ANCONA ""BARCAGLIONE""";100;90;01/11/20;90.0;0
"ANCONA ""BARCAGLIONE""";100;97;01/12/20;97.0;0
"ANCONA ""BARCAGLIONE""";100;90;01/01/21;90.0;0
"ANCONA ""BARCAGLIONE""";100;86;01/02/21;86.0;0
"ANCONA ""BARCAGLIONE""";100;79;01/03/21;79.0;0
"ANCONA ""BARCAGLIONE""";100;75;01/04/21;75.0;0
"ANCONA ""BARCAGLIONE""";100;73;01/05/21;73.0;0
"ANCONA ""BARCAGLIONE""";100;71;01/06/21;71.0;0
"ANCONA ""BARCAGLIONE""";100;69;01/07/21;69.0;0
"ANCONA ""BARCAGLIONE""";100;67;01/08/21;67.0;1
"ANCONA ""BARCAGLIONE""";100;80;01/09/21;80.0;0
"ANCONA ""BARCAGLIONE""";100;73;01/10/21;73.0;0
"ANCONA ""BARCAGLIONE""";100;75;01/11/21;75.0;0
"ANCONA ""BARCAGLIONE""";100;84;01/12/21;84.0;0
"ANCONA ""BARCAGLIONE""";100;83;01/01/22;83.0;0
"ANCONA ""BARCAGLIONE""";100;88;01/02/22;88.0;0
"ANCONA ""BARCAGLIONE""";100;90;01/03/22;90.0;0
"ANCONA ""BARCAGLIONE""";100;85;01/04/22;85.0;0
"ANCONA ""BARCAGLIONE""";100;83;01/05/22;83.0;0
"ANCONA ""BARCAGLIONE""";100;82;01/06/22;82.0;0
"ANCONA ""BARCAGLIONE""";100;73;01/07/22;73.0;0
"ANCONA ""BARCAGLIONE""";100;74;01/08/22;74.0;0
"ANCONA ""BARCAGLIONE""";100;74;01/09/22;74.0;0
"ANCONA ""BARCAGLIONE""";100;75;01/10/22;75.0;0
"ANCONA ""BARCAGLIONE""";100;80;01/11/22;80.0;0
"ANCONA ""BARCAGLIONE""";100;86;01/12/22;86.0;0
"ANCONA ""BARCAGLIONE""";100;85;01/01/23;85.0;0
"ANCONA ""BARCAGLIONE""";100;78;01/02/23;78.0;0
"ANCONA ""BARCAGLIONE""";100;89;01/03/23;89.0;0
"ANCONA ""BARCAGLIONE""";100;94;01/04/23;94.0;0
"ANCONA ""BARCAGLIONE""";100;91;01/05/23;91.0;1
"ANCONA ""BARCAGLIONE""";100;98;01/06/23;98.0;0
"ANCONA ""BARCAGLIONE""";100;100;01/07/23;100.0;0
"ANCONA ""BARCAGLIONE""";100;103;01/08/23;103.0;0
"ANCONA ""BARCAGLIONE""";100;104;01/09/23;104.0;0
"ANCONA ""BARCAGLIONE""";100;98;01/10/23;98.0;0
"ANCONA ""BARCAGLIONE""";100;95;01/11/23;95.0;0
"ANCONA ""BARCAGLIONE""";100;91;01/12/23;91.0;0
"ANCONA ""BARCAGLIONE""";100;93;01/01/24;93.0;0
"ANCONA ""BARCAGLIONE""";100;94;01/02/24;94.0;0
"ANCONA ""BARCAGLIONE""";100;98;01/03/24;98.0;0
"ANCONA ""BARCAGLIONE""";100;93;01/04/24;93.0;0
"ANCONA ""BARCAGLIONE""";100;94;01/05/24;94.0;0
"ANCONA ""BARCAGLIONE""";100;94;01/06/24;94.0;0
"ANCONA ""BARCAGLIONE""";100;100;01/07/24;100.0;0
"ANCONA ""BARCAGLIONE""";100;102;01/08/24;102.0;0
"ANCONA ""BARCAGLIONE""";100;98;01/09/24;98.0;0
"ANCONA ""BARCAGLIONE""";100;97;01/10/24;97.0;0
"ANCONA ""BARCAGLIONE""";100;89;01/11/24;89.0;1
"ANCONA ""BARCAGLIONE""";100;87;01/12/24;87.0;0
"ANCONA ""BARCAGLIONE""";100;95;01/01/25;95.0;0
"ANCONA ""BARCAGLIONE""";100;93;01/02/25;93.0;0
"ANCONA ""BARCAGLIONE""";100;85;01/03/25;85.0;0
"ARBUS ""IS ARENAS""";176;102;01/01/19;57.95;0
"ARBUS ""IS ARENAS""";176;97;01/02/19;55.11;0
"ARBUS ""IS ARENAS""";176;92;01/03/19;52.27;0
"ARBUS ""IS ARENAS""";176;96;01/04/19;54.55;0
"ARBUS ""IS ARENAS""";176;97;01/05/19;55.11;0
"ARBUS ""IS ARENAS""";176;92;01/06/19;52.27;0
"ARBUS ""IS ARENAS""";176;92;01/07/19;52.27;0
"ARBUS ""IS ARENAS""";176;91;01/08/19;51.7;0
"ARBUS ""IS ARENAS""";176;95;01/09/19;53.98;0
"ARBUS ""IS ARENAS""";176;98;01/10/19;55.68;0
"ARBUS ""IS ARENAS""";176;100;01/11/19;56.82;0
"ARBUS ""IS ARENAS""";176;100;01/12/19;56.82;0
"ARBUS ""IS ARENAS""";176;93;01/01/20;52.84;0
"ARBUS ""IS ARENAS""";176;86;01/02/20;48.86;0
"ARBUS ""IS ARENAS""";176;84;01/03/20;47.73;0
"ARBUS ""IS ARENAS""";176;77;01/04/20;43.75;0
"ARBUS ""IS ARENAS""";176;74;01/05/20;42.05;0
"ARBUS ""IS ARENAS""";176;72;01/06/20;40.91;0
"ARBUS ""IS ARENAS""";176;68;01/07/20;38.64;0
"ARBUS ""IS ARENAS""";176;70;01/08/20;39.77;0
"ARBUS ""IS ARENAS""";176;73;01/09/20;41.48;0
"ARBUS ""IS ARENAS""";176;73;01/10/20;41.48;0
"ARBUS ""IS ARENAS""";176;71;01/11/20;40.34;0
"ARBUS ""IS ARENAS""";176;65;01/12/20;36.93;0
"ARBUS ""IS ARENAS""";176;65;01/01/21;36.93;0
"ARBUS ""IS ARENAS""";176;62;01/02/21;35.23;0
"ARBUS ""IS ARENAS""";176;54;01/03/21;30.68;0
"ARBUS ""IS ARENAS""";176;56;01/04/21;31.82;0
"ARBUS ""IS ARENAS""";176;53;01/05/21;30.11;0
"ARBUS ""IS ARENAS""";176;55;01/06/21;31.25;0
"ARBUS ""IS ARENAS""";176;48;01/07/21;27.27;0
"ARBUS ""IS ARENAS""";176;54;01/08/21;30.68;0
"ARBUS ""IS ARENAS""";176;55;01/09/21;31.25;0
"ARBUS ""IS ARENAS""";176;53;01/10/21;30.11;0
"ARBUS ""IS ARENAS""";176;51;01/11/21;28.98;0
"ARBUS ""IS ARENAS""";176;52;01/12/21;29.55;0
"ARBUS ""IS ARENAS""";176;50;01/01/22;28.41;0
"ARBUS ""IS ARENAS""";176;61;01/02/22;34.66;0
"ARBUS ""IS ARENAS""";176;61;01/03/22;34.66;0
"ARBUS ""IS ARENAS""";176;60;01/04/22;34.09;0
"ARBUS ""IS ARENAS""";176;62;01/05/22;35.23;0
"ARBUS ""IS ARENAS""";176;63;01/06/22;35.8;0
"ARBUS ""IS ARENAS""";176;65;01/07/22;36.93;0
"ARBUS ""IS ARENAS""";176;66;01/08/22;37.5;0
"ARBUS ""IS ARENAS""";176;72;01/09/22;40.91;0
"ARBUS ""IS ARENAS""";176;75;01/10/22;42.61;0
"ARBUS ""IS ARENAS""";176;83;01/11/22;47.16;0
"ARBUS ""IS ARENAS""";176;82;01/12/22;46.59;0
"ARBUS ""IS ARENAS""";176;81;01/01/23;46.02;0
"ARBUS ""IS ARENAS""";176;76;01/02/23;43.18;0
"ARBUS ""IS ARENAS""";176;82;01/03/23;46.59;0
"ARBUS ""IS ARENAS""";176;80;01/04/23;45.45;0
"ARBUS ""IS ARENAS""";176;80;01/05/23;45.45;0
"ARBUS ""IS ARENAS""";176;80;01/06/23;45.45;0
"ARBUS ""IS ARENAS""";176;81;01/07/23;46.02;0
"ARBUS ""IS ARENAS""";176;80;01/08/23;45.45;0
"ARBUS ""IS ARENAS""";176;79;01/09/23;44.89;0
"ARBUS ""IS ARENAS""";176;75;01/10/23;42.61;0
"ARBUS ""IS ARENAS""";176;82;01/11/23;46.59;0
"ARBUS ""IS ARENAS""";176;81;01/12/23;46.02;0
"ARBUS ""IS ARENAS""";176;79;01/01/24;44.89;0
"ARBUS ""IS ARENAS""";176;77;01/02/24;43.75;0
"ARBUS ""IS ARENAS""";176;78;01/03/24;44.32;0
"ARBUS ""IS ARENAS""";176;83;01/04/24;47.16;0
"ARBUS ""IS ARENAS""";176;88;01/05/24;50.0;0
"ARBUS ""IS ARENAS""";176;87;01/06/24;49.43;0
"ARBUS ""IS ARENAS""";176;90;01/07/24;51.14;0
"ARBUS ""IS ARENAS""";176;91;01/08/24;51.7;0
"ARBUS ""IS ARENAS""";176;95;01/09/24;53.98;0
"ARBUS ""IS ARENAS""";176;88;01/10/24;50.0;0
"ARBUS ""IS ARENAS""";176;89;01/11/24;50.57;0
"ARBUS ""IS ARENAS""";176;87;01/12/24;49.43;0
"ARBUS ""IS ARENAS""";176;84;01/01/25;47.73;0
"ARBUS ""IS ARENAS""";176;82;01/02/25;46.59;0
"ARBUS ""IS ARENAS""";176;90;01/03/25;51.14;0
AREZZO;101;24;01/01/19;23.76;0
AREZZO;101;20;01/02/19;19.8;0
AREZZO;101;20;01/03/19;19.8;0
AREZZO;101;23;01/04/19;22.77;0
AREZZO;101;28;01/05/19;27.72;0
AREZZO;101;23;01/06/19;22.77;0
AREZZO;101;28;01/07/19;27.72;0
AREZZO;101;24;01/08/19;23.76;0
AREZZO;101;31;01/09/19;30.69;0
AREZZO;101;35;01/10/19;34.65;0
AREZZO;101;29;01/11/19;28.71;0
AREZZO;101;24;01/12/19;23.76;0
AREZZO;101;30;01/01/20;29.7;0
AREZZO;101;29;01/02/20;28.71;0
AREZZO;101;27;01/03/20;26.73;0
AREZZO;101;24;01/04/20;23.76;0
AREZZO;101;24;01/05/20;23.76;0
AREZZO;101;24;01/06/20;23.76;0
AREZZO;103;24;01/07/20;23.3;0
AREZZO;103;27;01/08/20;26.21;0
AREZZO;103;28;01/09/20;27.18;0
AREZZO;103;28;01/10/20;27.18;0
AREZZO;103;30;01/11/20;29.13;0
AREZZO;103;28;01/12/20;27.18;0
AREZZO;103;29;01/01/21;28.16;0
AREZZO;103;28;01/02/21;27.18;0
AREZZO;103;28;01/03/21;27.18;0
AREZZO;103;26;01/04/21;25.24;0
AREZZO;103;25;01/05/21;24.27;0
AREZZO;104;24;01/06/21;23.08;0
AREZZO;104;27;01/07/21;25.96;0
AREZZO;104;28;01/08/21;26.92;0
AREZZO;104;28;01/09/21;26.92;0
AREZZO;104;30;01/10/21;28.85;0
AREZZO;104;32;01/11/21;30.77;0
AREZZO;104;29;01/12/21;27.88;0
AREZZO;104;28;01/01/22;26.92;0
AREZZO;104;28;01/02/22;26.92;0
AREZZO;104;28;01/03/22;26.92;0
AREZZO;104;29;01/04/22;27.88;0
AREZZO;104;29;01/05/22;27.88;0
AREZZO;104;30;01/06/22;28.85;0
AREZZO;104;33;01/07/22;31.73;0
AREZZO;104;31;01/08/22;29.81;0
AREZZO;104;31;01/09/22;29.81;0
AREZZO;108;38;01/10/22;35.19;0
AREZZO;108;29;01/11/22;26.85;0
AREZZO;108;36;01/12/22;33.33;0
AREZZO;108;38;01/01/23;35.19;0
AREZZO;108;36;01/02/23;33.33;0
AREZZO;108;39;01/03/23;36.11;0
AREZZO;108;39;01/04/23;36.11;0
AREZZO;108;37;01/05/23;34.26;0
AREZZO;108;38;01/06/23;35.19;0
AREZZO;108;39;01/07/23;36.11;0
AREZZO;108;39;01/08/23;36.11;0
AREZZO;108;40;01/09/23;37.04;0
AREZZO;108;37;01/10/23;34.26;0
AREZZO;108;43;01/11/23;39.81;0
AREZZO;108;40;01/12/23;37.04;0
AREZZO;108;44;01/01/24;40.74;0
AREZZO;108;41;01/02/24;37.96;0
AREZZO;108;44;01/03/24;40.74;0
AREZZO;108;41;01/04/24;37.96;0
AREZZO;108;40;01/05/24;37.04;0
AREZZO;108;41;01/06/24;37.96;0
AREZZO;108;30;01/07/24;27.78;0
AREZZO;108;41;01/08/24;37.96;0
AREZZO;108;34;01/09/24;31.48;0
AREZZO;108;39;01/10/24;36.11;0
AREZZO;108;42;01/11/24;38.89;0
AREZZO;108;38;01/12/24;35.19;0
AREZZO;108;38;01/01/25;35.19;0
AREZZO;108;36;01/02/25;33.33;0
AREZZO;108;38;01/03/25;35.19;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;320;01/09/19;116.36;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;304;01/10/19;110.55;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;298;01/11/19;108.36;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;290;01/12/19;105.45;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;259;01/01/20;94.18;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;263;01/02/20;95.64;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;268;01/03/20;97.45;1
"ARIANO IRPINO ""P. CAMPANELLO""";275;236;01/04/20;85.82;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;208;01/05/20;75.64;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;197;01/06/20;71.64;1
"ARIANO IRPINO ""P. CAMPANELLO""";275;198;01/07/20;72.0;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;189;01/08/20;68.73;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;188;01/09/20;68.36;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;191;01/10/20;69.45;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;213;01/11/20;77.45;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;204;01/12/20;74.18;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;200;01/01/21;72.73;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;202;01/02/21;73.45;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;193;01/03/21;70.18;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;195;01/04/21;70.91;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;195;01/05/21;70.91;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;191;01/06/21;69.45;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;183;01/07/21;66.55;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;191;01/08/21;69.45;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;199;01/09/21;72.36;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;204;01/10/21;74.18;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;204;01/11/21;74.18;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;229;01/12/21;83.27;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;231;01/01/22;84.0;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;211;01/02/22;76.73;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;208;01/03/22;75.64;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;216;01/04/22;78.55;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;234;01/05/22;85.09;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;221;01/06/22;80.36;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;229;01/07/22;83.27;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;233;01/08/22;84.73;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;225;01/09/22;81.82;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;225;01/10/22;81.82;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;219;01/11/22;79.64;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;211;01/12/22;76.73;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;233;01/01/23;84.73;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;222;01/02/23;80.43;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;238;01/03/23;86.23;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;227;01/04/23;82.25;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;237;01/05/23;85.87;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;254;01/06/23;92.03;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;254;01/07/23;92.03;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;249;01/08/23;90.22;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;255;01/09/23;92.39;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;251;01/10/23;90.94;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;268;01/11/23;97.1;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;272;01/12/23;98.55;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;301;01/01/24;109.06;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;312;01/02/24;113.04;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;311;01/03/24;112.68;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;305;01/04/24;110.51;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;297;01/05/24;107.61;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;306;01/06/24;110.87;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;311;01/07/24;112.68;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;320;01/08/24;115.94;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;310;01/09/24;112.32;0
"ARIANO IRPINO ""P. CAMPANELLO""";276;319;01/10/24;115.58;0
"ARIANO IRPINO ""P. CAMPANELLO""";263;326;01/11/24;123.95;0
"ARIANO IRPINO ""P. CAMPANELLO""";263;326;01/12/24;123.95;0
"ARIANO IRPINO ""P. CAMPANELLO""";263;338;01/01/25;128.52;0
"ARIANO IRPINO ""P. CAMPANELLO""";263;335;01/02/25;127.38;0
"ARIANO IRPINO ""P. CAMPANELLO""";263;307;01/03/25;116.73;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;307;01/01/19;111.64;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;319;01/02/19;116.0;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;320;01/03/19;116.36;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;343;01/04/19;124.73;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;329;01/05/19;119.64;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;335;01/06/19;121.82;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;342;01/07/19;124.36;0
"ARIANO IRPINO ""P. CAMPANELLO""";275;336;01/08/19;122.18;0
"ARIENZO ""G. DE ANGELIS""";58;89;01/01/19;153.45;0
"ARIENZO ""G. DE ANGELIS""";58;82;01/02/19;141.38;0
"ARIENZO ""G. DE ANGELIS""";58;83;01/03/19;143.1;0
"ARIENZO ""G. DE ANGELIS""";58;94;01/04/19;162.07;0
"ARIENZO ""G. DE ANGELIS""";58;88;01/05/19;151.72;0
"ARIENZO ""G. DE ANGELIS""";58;92;01/06/19;158.62;0
